v2022,v2024,v2025a,v2025b,v2026,v2032,v2033,v2034,v2035,v2036,v2037,v2038,v2040a,v2041,v2042,v2043,v2044,v2045,v2046,v2047,v2049a,v2050,v2071,v2072,v2072a,v2073,v2074,v2078,v2081,v2115,v2119,v2120,v2121b,v2122,v2124,v2129,v2132,v2133,v3011,v3012,v3015,v3018,v3020,v3023a,v3024,v3032,v3033,v3034,v3040,v3042,v3044,v3046,v3048,v3054,v3060,v3061,v3062,v3063,v3064,v3065,v3066,v3067,v3068,v3069,v3077,v3079,v3081,vs002,vs007,vs008,vs014,vs015,vs018,vs019,vs020,vs021,vs022,vs023,vs024,vs025,vs027,vs028,vs029,vs030,vs031,vs032,vs033,vs034,vs035,vs036,vs037,vs038,vs039,vs040,vs041,vs042,vs043,vs129,vs130,vs044,vs045,vs046,vs047,vs048,vs049,vs050,vs051,vs052,vs053,vs054,vs055,vs056,vs057,vs058,vs059,vs060,vs061,vs062,vs063,vs064,vs064a,vs065,vs066,vs067,vs068,vs106,vs107,vs108,vs109,vs110,vs111,vs112,vs113,vs114,vs115,vs116,vs117,vs118,vs119,vs120,vs121,vs122,vs123,vs124,vs125,vs126,vs131,vs134,vs136,vs137,vr3,vr4,vr5,vr8,vr9,vr10,vr11,vr16,vr19,vr14b,v13,TotalHH,GradesRecode,EducationRecodePrincipal,LeaveSchLunch,SchCultureRecode,SchSecurityTotalRECODE,AlcoholRecode,MarijuanaRecode,PerscriptionRecode,fearavoid2,class
1,1,2,2,14,11,45,1,1,2,2,40,1,2,45,1,1,2,2,40,1,2,4,0,0,0,2,4,2,2,2,2,2,20,2,2,4,4,2,4,5,2,5,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,13,1,2,2,1,1,2,7,8,2,3,2,2,1,2,1,2,2,2,2,?,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,4362.25254,6,1,1,2,4,0,0,0,1,3,2,2,1,3,1,5,2,2,2,2,2,2
1,1,2,2,?,2,52,1,1,2,2,41,1,2,55,1,1,1,2,42,1,2,6,0,1,0,2,4,2,1,2,2,2,1,2,2,4,4,2,4,5,2,28,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,4,0,2,18,1,7,1,1,1,2,10,12,4,1,4,1,2,1,1,2,2,2,2,1,1,?,1,1,?,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,?,2,1,3,6580.80718,?,1,1,2,4,0,0,0,2,3,4,2,1,3,2,5,2,2,2,2,2,2
1,1,2,2,14,11,44,1,1,2,2,28,1,2,44,1,1,2,2,28,1,2,3,0,1,0,1,4,2,2,2,2,2,20,2,3,4,4,2,4,5,2,10,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,1,6,1,1,1,2,9,12,4,2,4,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3982.82165,6,1,1,2,4,0,0,0,2,3,4,1,1,2,1,5,2,2,2,2,2,2
1,1,2,2,10,11,34,5,6,2,2,40,2,2,34,5,6,2,2,40,2,2,4,1,0,2,2,0,2,1,2,2,2,26,2,1,4,4,2,3,5,1,8,2,2,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,15,1,4,1,1,1,2,9,12,3,1,3,2,2,2,1,1,2,2,2,1,1,1,?,1,?,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,4,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,4225.9371,4,2,2,2,4,0,1,0,2,3,3,2,1,3,1,4,3,2,2,2,2,1
1,1,2,2,13,11,42,1,1,2,2,42,4,2,42,1,1,2,2,42,4,2,3,1,0,0,2,1,2,1,2,2,2,20,2,1,4,4,2,3,5,1,9,4,2,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,4,1,1,2,2,9,12,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,4,4198.34199,6,3,1,0,4,0,0,0,2,3,2,2,1,3,1,4,3,2,2,2,2,2
1,1,2,2,11,2,35,1,1,2,2,28,1,2,36,1,1,1,2,28,1,2,3,2,0,0,2,4,2,3,2,2,2,4,2,3,4,4,2,3,5,1,9,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,1,5,1,1,1,2,0,12,4,1,4,2,1,2,2,1,2,2,2,?,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,?,2,1,3,5066.60192,5,1,1,2,4,0,0,0,2,3,4,2,1,2,1,4,2,2,?,?,2,2
1,1,2,2,14,11,41,1,1,2,2,41,1,2,41,1,1,2,2,41,1,2,5,0,0,0,2,3,2,3,2,2,2,20,2,3,4,4,2,3,5,1,5,1,2,2,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,12,1,1,1,1,1,2,6,8,2,4,2,2,1,2,2,2,2,2,2,?,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,3,2,2,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3853.94079,6,1,1,1,4,0,0,1,2,3,2,2,1,3,1,5,2,2,2,2,2,2
1,1,2,2,?,2,49,1,1,2,2,42,1,2,50,1,1,1,2,42,1,2,4,0,0,0,2,2,2,2,2,2,2,4,2,1,4,4,2,3,5,1,7,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,13,1,3,2,1,1,2,6,8,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,4811.66584,?,1,1,0,3,0,1,0,1,3,1,2,1,3,2,4,2,2,2,2,2,2
1,1,2,2,?,11,42,3,3,2,2,40,1,2,42,3,3,2,2,40,1,2,7,0,0,1,2,3,2,1,2,2,2,27,2,2,4,4,1,10,5,1,7,1,2,2,1,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,12,1,3,2,1,1,2,6,9,2,1,2,2,2,2,2,2,2,2,2,1,1,?,?,?,?,1,?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,3,3,3,3,4,4,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,?,2,?,2,1,2,4401.59917,?,1,2,0,4,0,0,0,2,2,2,2,1,3,1,4,2,?,2,?,2,2
1,1,2,2,14,2,50,1,1,2,2,41,1,2,58,1,1,1,2,44,1,2,4,0,0,0,2,2,2,1,2,2,2,1,2,2,4,4,2,4,5,2,11,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18,1,7,2,2,?,1,9,12,4,2,4,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,3,5958.87544,6,1,1,3,4,0,0,1,2,3,4,2,1,3,2,4,2,2,1,1,2,1
8,1,2,2,13,11,48,2,2,2,2,42,1,2,48,2,2,2,2,42,1,2,4,0,0,0,2,1,2,2,2,2,2,26,2,2,4,4,2,4,5,2,8,1,2,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,15,1,4,8,1,1,2,7,12,2,2,2,2,1,2,2,2,2,1,2,1,1,?,?,?,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,4645.00718,6,1,1,2,4,0,0,0,1,3,2,2,1,3,1,4,2,2,2,2,2,1
8,1,2,2,13,11,37,1,1,2,2,40,1,2,37,1,1,2,2,40,1,2,3,1,0,0,2,2,2,1,2,2,2,20,2,2,4,4,2,3,5,1,6,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,12,1,3,1,1,1,2,6,8,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,?,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3883.64727,6,1,1,0,4,0,0,0,2,3,2,2,1,3,1,5,2,2,2,2,2,2
1,1,2,2,14,2,55,1,1,2,2,44,2,2,58,1,1,1,2,43,2,2,3,0,0,0,2,3,2,1,2,2,2,4,2,2,4,4,1,4,5,2,10,2,2,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,6,2,1,1,2,9,12,4,1,4,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,6080.21455,6,2,1,2,4,0,0,1,1,3,4,1,1,3,1,4,2,1,1,1,2,2
1,1,2,2,14,2,37,1,6,2,2,41,1,2,41,1,6,1,2,28,1,2,4,0,1,0,2,3,2,1,2,2,2,4,1,2,4,4,2,3,5,1,5,1,2,2,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1,1,1,1,1,2,5,8,4,1,4,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,4307.08751,6,1,1,1,4,0,0,0,2,3,4,2,1,3,1,5,2,2,?,2,2,2
8,1,2,2,13,2,43,1,1,2,2,28,1,1,44,1,1,1,2,40,1,1,3,2,0,2,2,3,1,2,2,2,2,4,2,1,4,4,2,3,5,1,10,1,1,4,0,2,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,17,1,6,1,1,2,2,9,12,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,4976.49642,6,4,2,0,3,0,3,1,2,1,2,2,2,2,2,3,2,1,1,1,3,1
1,1,2,2,?,2,46,1,1,2,2,40,1,2,52,1,1,1,2,40,1,2,4,0,0,0,2,4,2,1,2,2,2,4,2,2,4,4,1,3,5,1,9,1,2,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,16,1,5,1,1,1,2,8,12,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,?,2,1,2,3689.18442,?,1,1,1,4,0,0,0,2,2,2,2,1,3,1,3,3,2,2,2,2,2
1,1,2,2,14,2,52,1,1,2,2,40,1,2,49,1,1,1,2,42,1,2,4,0,0,0,2,4,2,2,2,2,2,4,2,2,4,4,2,4,5,2,8,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,13,1,3,1,1,1,2,8,9,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,5321.08474,6,1,1,2,4,0,0,0,2,3,2,2,1,3,1,5,2,2,2,2,2,1
1,1,2,2,13,11,54,1,1,2,2,40,1,2,54,1,1,2,2,40,1,2,4,0,0,0,1,4,2,1,2,2,2,17,2,2,4,4,2,3,5,1,27,1,2,3,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,18,1,7,1,1,1,2,9,12,4,1,4,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,3,3,3,3,3,3,3,1,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,4,5672.0696,6,1,1,4,4,1,0,0,2,3,4,2,1,3,2,4,3,?,1,1,2,2
1,1,2,2,2,11,49,1,1,1,2,28,2,1,49,1,1,1,2,28,2,1,2,1,0,0,2,1,2,1,2,2,2,12,2,2,4,4,1,3,5,1,7,2,1,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,13,1,3,1,1,1,2,7,8,2,2,2,2,1,2,2,2,2,2,2,?,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,5714.58966,1,4,1,1,0,0,0,0,2,2,2,1,1,2,1,3,1,2,2,2,2,2
1,1,2,2,9,2,32,1,1,2,2,28,1,2,36,1,1,1,2,40,1,2,3,4,1,0,2,2,2,2,2,2,2,4,2,3,4,4,2,4,5,2,5,1,2,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,2,0,6,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,4086.27937,4,1,1,0,2,0,0,0,2,3,7,2,?,2,1,5,1,2,2,2,2,2
1,1,2,2,?,11,48,1,6,2,2,40,1,2,48,1,6,2,2,40,1,2,5,0,2,4,2,4,2,1,2,2,2,20,1,2,4,4,1,3,5,1,9,1,2,4,0,1,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,3,15,1,4,1,1,1,2,9,12,2,4,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,3,3,3,3,2,3,3,3,2,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,?,2,1,2,4142.48427,?,1,2,2,4,0,1,0,2,3,2,2,1,3,1,5,3,2,?,?,2,1
1,6,2,2,1,11,51,5,5,2,2,28,2,2,51,5,5,2,2,28,2,2,4,0,0,0,2,0,2,1,2,1,2,25,2,1,4,4,2,4,5,2,9,2,2,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,15,1,5,1,1,2,2,9,12,2,2,2,2,2,1,2,2,2,2,2,1,1,1,?,1,?,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,3,3,3,3,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,5693.98933,1,2,1,1,2,0,0,1,2,2,2,2,1,2,1,4,2,1,1,?,2,2
8,4,2,2,13,11,40,1,1,2,2,42,1,1,40,1,1,2,2,42,1,1,3,1,0,0,2,2,2,3,2,2,2,20,2,2,4,4,1,3,5,1,8,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,15,1,2,1,1,1,2,6,8,5,1,5,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3537.31715,6,4,1,1,4,0,0,0,2,3,3,2,1,3,1,5,2,2,2,2,2,2
1,6,2,2,5,11,34,5,6,2,2,28,5,2,34,5,6,2,2,28,5,2,2,2,0,1,2,1,2,1,2,2,2,28,2,1,4,4,1,4,5,2,9,5,2,0,1,2,2,1,2,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,14,1,4,2,1,1,2,9,12,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,4605.00383,5,3,2,2,4,0,0,1,2,2,2,2,1,2,1,4,3,1,1,2,2,2
1,1,2,2,14,2,41,1,1,2,2,40,1,2,42,1,1,1,2,40,7,1,6,0,0,0,1,3,2,1,2,2,2,4,2,2,3,4,2,3,5,1,7,7,2,1,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,13,1,3,1,1,1,2,6,8,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,?,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,3911.40075,6,3,1,0,4,0,0,0,2,3,1,2,1,3,1,4,2,2,2,2,2,2
1,1,2,2,13,2,42,1,6,2,2,28,1,2,43,1,6,1,2,28,1,2,3,1,0,0,2,2,2,1,2,2,2,4,1,3,4,4,2,3,5,1,9,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14,1,3,1,2,?,2,0,12,4,2,4,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,4,4528.25909,6,1,1,2,4,0,0,0,2,3,4,2,1,2,1,5,2,2,2,2,2,2
1,1,2,2,12,11,20,5,5,1,2,40,2,1,20,5,5,1,2,40,2,1,4,0,0,0,2,2,2,1,2,2,2,13,2,2,1,1,2,7,5,1,7,2,1,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,1,3,1,1,2,2,7,8,4,2,4,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,?,2,1,1,5895.87232,5,4,1,0,4,0,0,0,2,3,4,2,1,3,1,5,2,2,2,2,2,2
8,1,2,2,13,2,40,1,1,2,2,4,1,1,52,1,1,1,2,8,1,1,3,0,0,0,1,3,2,1,2,2,2,5,2,2,4,4,2,9,5,1,10,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,1,6,2,1,1,2,9,12,4,1,4,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,3,1,1,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,4,4945.70197,6,4,1,0,4,0,0,1,2,3,4,1,1,1,1,4,3,2,1,?,2,2
1,1,2,2,14,11,52,3,6,1,2,28,1,1,52,3,6,1,2,28,1,1,4,0,0,0,2,3,2,1,2,2,2,10,1,2,4,4,1,4,5,2,10,1,1,4,0,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,16,1,6,2,1,1,2,9,12,4,1,4,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,?,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,4076.9248,6,4,1,2,4,0,0,0,2,2,4,2,1,2,1,4,2,1,1,2,2,2
3,1,2,2,?,11,32,5,5,2,2,40,2,2,32,5,5,2,2,40,2,2,4,1,0,0,2,0,2,1,2,2,2,28,2,3,4,4,1,4,5,2,10,2,2,1,1,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,16,1,1,1,1,1,2,9,12,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,5273.93038,?,2,1,1,4,0,0,0,2,2,2,2,1,3,1,4,3,2,2,2,2,2
8,1,2,2,13,2,35,1,1,2,2,28,2,2,34,1,1,1,1,28,2,2,3,3,1,0,2,2,2,1,2,2,2,4,2,1,4,4,2,4,5,2,9,2,2,2,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14,1,4,2,1,1,2,9,12,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,3,4389.98572,6,2,1,0,4,0,0,0,2,3,2,2,1,2,1,5,2,2,2,2,2,1
1,1,2,2,13,11,33,3,3,1,2,42,7,1,33,3,3,1,2,42,7,1,4,1,0,0,2,4,2,1,2,2,2,12,2,3,4,4,2,3,5,1,5,7,2,3,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,12,1,1,1,1,1,2,6,8,2,3,2,2,2,2,1,2,2,2,2,2,1,2,?,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,1,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3901.8212,6,3,1,1,4,0,2,0,2,3,2,2,1,3,1,5,2,2,2,2,2,1
1,1,2,2,8,2,71,1,1,2,?,40,1,2,72,1,1,1,?,10,1,2,3,0,0,0,2,2,2,1,2,2,2,5,2,2,4,4,2,9,5,1,9,1,2,2,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,1,5,1,1,1,2,9,12,4,2,4,2,1,2,2,1,2,2,2,?,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,?,2,1,4,3603.33727,3,1,1,2,4,0,0,0,2,3,4,1,1,3,1,5,2,?,?,?,2,2
1,1,2,2,?,2,49,1,1,2,2,40,4,2,52,1,1,1,2,28,4,2,4,1,0,0,2,2,2,1,2,2,2,4,2,1,4,4,2,3,5,1,11,4,2,2,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,17,1,7,2,1,2,2,7,12,4,2,4,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,?,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,4584.03791,?,3,1,0,4,0,0,0,2,3,4,2,1,3,1,5,2,2,2,2,2,2
8,1,2,2,12,11,43,3,2,2,2,28,1,2,43,3,2,2,2,28,1,2,2,0,1,0,8,8,8,3,2,2,2,28,2,1,4,4,2,3,5,1,10,1,2,2,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,6,2,1,1,2,9,12,4,1,4,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,4845.07147,5,1,1,1,4,0,0,0,2,3,4,1,1,2,1,5,2,1,1,1,2,2
8,1,2,2,14,2,41,1,1,2,2,28,1,2,44,1,1,1,2,41,1,2,4,0,1,0,1,4,2,2,2,2,2,4,2,2,4,4,2,3,5,1,9,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,17,1,6,1,1,1,2,9,12,4,1,4,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3772.51934,6,1,1,1,4,0,0,0,2,3,4,2,1,2,2,4,2,1,2,?,2,2
1,1,2,2,7,2,49,1,6,2,2,40,1,1,45,1,6,1,2,40,1,2,5,0,0,2,2,4,2,1,2,2,1,4,1,2,4,4,1,3,5,1,6,1,2,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,13,1,1,1,1,1,2,9,12,4,1,4,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,2,2,3,2,3,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,4402.04766,3,1,2,2,4,0,0,0,2,3,4,2,1,3,1,5,2,1,1,?,2,2
8,1,2,2,10,11,34,3,6,1,2,40,1,2,34,3,6,1,2,40,1,2,3,0,0,0,2,3,2,1,2,2,2,14,2,3,4,4,1,10,5,1,11,1,2,2,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,7,2,1,1,2,9,12,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,4591.01989,4,1,1,1,4,0,0,1,2,3,1,1,1,3,2,4,2,2,1,1,2,1
